X,Y,
20.168848635331756,-238.74296435272043,
28.611625370791444,-237.8048780487805,
34.709186346401225,-232.1763602251407,
7.5046835321422805,-230.76923076923077,
41.744833625950946,-226.07879924953096,
-2.3452226592273178,-224.67166979362102,
-12.195128850596916,-218.57410881801127,
-22.045035041966543,-212.4765478424015,
-27.673552865606297,-205.44090056285177,
-36.11632960106596,-203.09568480300186,
-42.68293372864571,-196.52908067542214,
-24.39025080181645,-195.1219512195122,
-35.647286449095986,-190.90056285178235,
-56.28518513577515,-189.49343339587242,
-17.35460352226673,-189.02439024390245,
-66.13509132714478,-183.39587242026266,
-22.514078193936513,-179.17448405253282,
-5.628524723017193,-178.70544090056285,
5.159467772292373,-169.32457786116322,
53.93995557717045,-170.2626641651032,
55.34708503308036,-214.35272045028142,
48.31143775353064,-220.45028142589118,
62.38273231263008,-208.25515947467167,
69.4183795921798,-202.15759849906192,
76.45402687172952,-196.06003752345217,
86.7729762150691,-186.67917448405254,
72.23263850399968,-182.4577861163227,
95.68479610249875,-179.17448405253282,
64.72794807247999,-177.2983114446529,
87.24201936703912,-172.6078799249531,
104.59661598992841,-171.66979362101313,
111.16322011750816,-166.04127579737337,
75.51594056778958,-164.6341463414634,
46.43526514565076,-165.10318949343338,
-1.8761795072573477,-160.88180112570356,
-9.849913090747009,-167.91744840525328,
16.88554657154191,-159.00562851782365,
37.05440210625113,-159.00562851782365,
63.78986176854005,-156.66041275797375,
23.92119385109163,-153.37711069418384,
6.097554076232342,-153.84615384615384,
53.001869273230454,-149.15572232645403,
13.133201355782063,-145.87242026266415,
30.01875482670141,-145.40337711069418,
44.55909253777082,-143.52720450281424,
7.5046835321422805,-136.96060037523452,
25.328323307001597,-132.2701688555347,
-1.4071363552873493,-130.86303939962477,
34.2401431944312,-127.11069418386491,
48.78048090550067,-129.9249530956848,
16.88554657154191,-126.17260787992495,
-10.787999394686977,-124.29643527204503,
7.973726684112279,-120.0750469043152,
57.69230079293027,-121.95121951219511,
42.213876777920916,-120.0750469043152,
-0.9380932033173792,-113.97748592870545,
-19.699819282116636,-118.19887429643526,
-65.19700502320481,-123.35834896810506,
-96.15385305322357,-151.96998123827393,
-74.57786806260444,-178.23639774859288,
-86.77299001382394,-170.7317073170732,
-95.2157667492836,-165.57223264540337,
-108.81801815641307,-156.19136960600375,
-111.63227706823295,-145.40337711069418,
-88.64916262170388,-144.9343339587242,
-98.03002566110348,-140.71294559099437,
-112.5703633721729,-136.49155722326452,
-77.39212697442431,-134.6153846153846,
-88.64916262170388,-131.8011257035647,
-113.50844967611287,-127.57973733583489,
-152.90807444159128,-125.70356472795497,
-167.44841215266072,-123.82739212007505,
-142.12008194628174,-121.48217636022514,
-177.29831834403032,-117.7298311444653,
-132.27017575491215,-117.7298311444653,
-114.91557913202281,-115.85365853658536,
-80.20638588624419,-123.82739212007505,
-123.82739901945246,-114.44652908067542,
-103.18950033277329,-104.59662288930582,
-68.94935023896466,-113.97748592870545,
-53.001883071985304,-112.10131332082551,
-29.080682321516235,-111.63227016885554,
-11.726085698626946,-106.47279549718573,
-41.74484742470574,-105.06566604127579,
-23.45216449787648,-98.49906191369607,
-49.71858100819543,-98.03001876172607,
-91.93246468549373,-101.31332082551594,
-111.63227706823295,-100.84427767354597,
-78.33021327836428,-96.15384615384616,
-120.07505380369261,-95.21575984990619,
-128.51783053915227,-89.58724202626641,
-136.96060727461193,-83.95872420262663,
-146.81051346598156,-77.3921200750469,
-193.24578551100967,-75.046904315197,
-184.80300877555004,-113.03939962476548,
-196.99813072676955,-105.53470919324576,
-206.84803691813914,-99.43714821763601,
-215.2908136535988,-94.27767354596622,
-225.1407198449684,-87.2420262664165,
-210.600382133899,-82.08255159474672,
-226.54784930087837,-76.45403377110694,
-212.9455978937489,-71.29455909943715,
-166.97936900069072,-71.76360225140712,
-154.31520389750125,-72.23264540337709,
-180.5816204078202,-69.88742964352718,
-200.7504759425294,-66.13508442776734,
-222.32646093314852,-63.32082551594746,
-186.21013823145998,-60.037523452157586,
-158.0675491132611,-59.09943714821762,
-149.15572922583146,-55.81613508442777,
-176.82927519206035,-53.470919324577864,
-219.51220202132865,-54.409005628517804,
-216.22889995753877,-44.559099437148205,
-172.13884367236054,-41.74484052532833,
-140.2439093384018,-52.063789868667925,
-92.8705509894337,-51.59474671669793,
-62.382746111384904,-90.05628517823638,
-38.93058851288586,-94.27767354596622,
-53.470926223955274,-86.77298311444653,
-23.92120764984645,-83.95872420262663,
-33.30207068924608,-79.26829268292681,
-57.69231459168512,-75.51594746716697,
-46.43527894440555,-75.046904315197,
-19.699819282116636,-74.10881801125703,
-9.380869938777039,-71.29455909943715,
0.9380794045625578,-67.5422138836773,
10.787985595932156,-63.78986866791743,
59.099430248840235,-58.63039399624765,
63.78986176854005,-101.31332082551594,
49.71856720944061,-113.50844277673545,
67.54220698429987,-113.03939962476548,
81.61350154339931,-100.37523452157598,
126.17260098054754,-106.00375234521576,
133.67729141206723,-146.34146341463415,
122.42025576478767,-156.19136960600375,
145.87241336328674,-136.02251407129455,
154.31519009874643,-128.51782363977486,
144.46528390737683,-119.13696060037523,
159.94370792238618,-117.7298311444653,
168.38648465784587,-114.91557223264539,
136.02250717191714,-113.03939962476548,
177.29830454527553,-106.94183864915573,
148.68667227510667,-106.94183864915573,
140.71293869161696,-100.84427767354597,
117.72982424508791,-99.906191369606,
133.20824826009726,-95.21575984990619,
109.28704750962822,-93.80863039399625,
71.29455220005974,-94.7467166979362,
89.58723512688903,-93.33958724202625,
125.2345146766076,-89.11819887429644,
78.79924263157943,-88.18011257035647,
98.03001186234866,-87.71106941838647,
117.72982424508791,-83.48968105065666,
84.42776045521924,-79.73733583489681,
110.69417696553819,-77.86116322701687,
98.96809816628866,-77.86116322701687,
77.39211317566952,-71.76360225140712,
114.91556533326798,-69.88742964352718,
67.54220698429987,-64.7279549718574,
107.41087490174829,-62.38273921200749,
124.2964283726676,-61.444652908067525,
90.52532143082897,-60.506566604127585,
81.61350154339931,-53.939962476547834,
35.647272650341165,-52.532833020637895,
24.3902370030616,-58.63039399624765,
49.24952405747064,-51.59474671669793,
16.88554657154191,-46.43527204502814,
32.36397058655132,-40.33771106941839,
70.82550904808977,-45.966228893058144,
118.66791054902785,-52.063789868667925,
134.1463345640372,-52.532833020637895,
143.05815445146686,-44.559099437148205,
129.92494619630742,-41.74484052532833,
152.4390174908665,-36.116322701688546,
197.93620323195466,-40.33771106941839,
198.40524638392463,-87.71106941838647,
187.6172538886151,-97.5609756097561,
210.13132518317417,-76.9230769230769,
219.98123137454382,-68.01125703564728,
227.9549649580335,-60.975609756097555,
220.4502745265138,-56.75422138836771,
228.42400811000346,-52.063789868667925,
212.9455840949941,-51.59474671669793,
205.44089366347436,-45.966228893058144,
224.67166289424358,-44.559099437148205,
214.352713550904,-42.2138836772983,
189.49342649649503,-34.24015009380864,
217.63601561469392,-30.018761726078793,
197.93620323195466,-29.549718574108823,
181.98873606497534,-28.611632270168855,
142.5891112994969,-30.018761726078793,
161.35083737829615,-28.142589118198856,
169.79361411375578,-22.514071294559102,
212.9455840949941,-20.637898686679165,
183.39586552088525,-18.292682926829258,
154.7842332507164,-18.761726078799228,
164.634139442086,-13.602251407129444,
175.4221319373956,-11.257035647279537,
206.37897996741435,-7.035647279549721,
168.85552780981584,2.8142589118199055,
154.7842332507164,-6.097560975609753,
144.9343270593468,1.4071294559099385,
154.7842332507164,4.690431519699814,
201.21950529574457,3.2833020637898755,
198.40524638392463,11.257035647279565,
163.69605313814606,15.009380863039382,
146.34145651525677,11.257035647279565,
129.92494619630742,13.133208255159502,
87.24201936703912,17.35459662288929,
52.063782969290514,-15.47842401500938,
58.16134394490024,-36.585365853658516,
22.045021243211693,-36.585365853658516,
-0.46905005134738076,-34.70919324577861,
37.5234452582211,-30.487804878048763,
49.24952405747064,-30.018761726078793,
4.690424620322403,-24.85928705440901,
-10.318956242717007,-28.142589118198856,
-5.159481571047195,-18.292682926829258,
40.33770417004098,-17.35459662288929,
59.568473400810205,-8.44277673545966,
42.682919929890886,-6.566604127579723,
56.28517133702036,1.4071294559099385,
45.02813568974079,4.690431519699814,
74.10881111187962,5.1594746716698126,
64.72794807247999,9.849906191369598,
48.31143775353064,19.699812382739196,
75.98498371975955,20.637898686679193,
115.384608485238,24.39024390243901,
153.3771037948065,22.51407129455913,
183.86490867285522,17.35459662288929,
194.18385801619485,19.699812382739196,
175.89117508936556,23.45215759849907,
131.33207565221733,22.9831144465291,
95.21575295052878,24.859287054409037,
84.89680360718921,28.611632270168855,
104.12757283795844,30.95684803001876,
116.32269478917794,34.709193245778636,
160.41275107435615,35.178236397748606,
190.43151280043497,27.204502814258944,
167.9174415058759,29.080675422138825,
186.67916758467516,35.178236397748606,
146.34145651525677,37.52345215759851,
180.58160660906537,47.37335834896811,
136.4915503238871,50.65666041275796,
93.80862349461881,36.58536585365857,
51.594739817320544,42.6829268292683,
43.621006233830826,35.178236397748606,
33.77110004246123,42.21388367729833,
42.213876777920916,48.78048780487808,
24.85928015503157,48.78048780487808,
-21.106948738026574,45.028142589118204,
-33.30207068924608,0.9380863039399685,
-69.88743654290462,-23.452157598499042,
-65.19700502320481,-70.35647279549718,
-75.04691121457441,-63.78986866791743,
-66.13509132714478,-60.975609756097555,
-83.95873110200407,-57.69230769230768,
-75.04691121457441,-54.409005628517804,
-101.31332772489336,-45.966228893058144,
-123.35835586748249,-45.497185741088174,
-158.0675491132611,-46.90431519699811,
-147.27955661795153,-42.2138836772983,
-109.75610446035301,-41.74484052532833,
-92.8705509894337,-42.2138836772983,
-133.20826205885209,-36.116322701688546,
-168.85554160857066,-30.95684803001876,
-213.4146410457189,-35.647279549718576,
-210.600382133899,-27.204502814258916,
-207.7861232220791,-18.761726078799228,
-159.47467856917103,-24.85928705440901,
-120.07505380369261,-30.487804878048763,
-102.25141402883332,-30.95684803001876,
-81.61351534215416,-28.142589118198856,
-93.3395941414037,-22.983114446529072,
-102.7204571808033,-20.168855534709195,
-83.48968795003407,-18.761726078799228,
-52.532839920015306,-16.41651031894935,
-27.204509713636327,-16.88555347091932,
-69.41839339093463,-12.664165103189475,
-38.46154536091586,-11.726078799249535,
-14.540344610446823,-11.726078799249535,
-55.34709883183521,-6.566604127579723,
-99.90619826898342,-10.787992495309567,
-104.12758663671326,-0.46904315196997004,
-151.03190183371137,1.876172607879937,
-163.2270237849309,-12.195121951219505,
-204.50282115828924,-11.257035647279537,
-198.87430333464945,-5.159474671669784,
-187.61726768736992,-3.283302063789847,
-175.4221457361504,1.876172607879937,
-165.5722395447808,6.097560975609781,
-197.93621703070949,10.787992495309595,
-159.00563541720106,18.292682926829286,
-144.93434085810162,16.88555347091932,
-135.553477818702,23.45215759849907,
-94.74672359731363,6.566604127579751,
-91.93246468549373,15.94746716697938,
-88.64916262170388,27.204502814258944,
-128.98687369112224,35.647279549718576,
-150.56285868174137,26.266416510318948,
-195.1219581188896,19.230769230769226,
-192.30769920706973,28.142589118198885,
-189.02439714327986,38.46153846153845,
-145.87242716204156,41.27579737335839,
-109.28706130838304,35.647279549718576,
-93.3395941414037,36.58536585365857,
-118.66792434778267,40.80675422138836,
-83.0206447980641,43.62101313320824,
-106.94184554853314,46.43527204502817,
-135.553477818702,45.497185741088174,
-93.3395941414037,53.001876172607865,
-75.5159543665444,50.18761726078799,
-36.11632960106596,20.168855534709223,
-23.92120764984645,-5.628517823639754,
-43.15197688061568,-0.46904315196997004,
-38.46154536091586,10.787992495309595,
-29.080682321516235,13.133208255159502,
-33.30207068924608,30.48780487804879,
-23.92120764984645,33.30206378986867,
-30.956854929396172,39.86866791744842,
-27.673552865606297,52.532833020637895,
-66.13509132714478,54.40900562851783,
-18.29268982620667,56.28517823639777,
27.673539066851504,59.099437148217646,
57.2232576409603,51.594746716697955,
104.59661598992841,47.37335834896811,
94.74670979855881,51.125703564727985,
125.2345146766076,59.568480300187616,
146.34145651525677,52.063789868667925,
175.89117508936556,53.93996247654786,
172.6078730255757,62.85178236397752,
139.77485238767702,65.6660412757974,
98.96809816628866,60.50656660412761,
89.118191974919,62.38273921200749,
116.32269478917794,66.60412757973734,
157.1294490105663,67.54221388367733,
168.85552780981584,71.29455909943715,
131.33207565221733,71.29455909943715,
94.74670979855881,70.35647279549721,
60.506559704750146,66.60412757973734,
11.726071899872125,70.35647279549721,
10.787985595932156,59.099437148217646,
-24.85929395378642,63.32082551594749,
-51.59475361607534,60.97560975609758,
-84.42777425397404,59.568480300187616,
-129.92495999506224,64.7279549718574,
-140.71295249037178,59.568480300187616,
-186.21013823145998,46.90431519699814,
-182.9268361676701,57.22326454033771,
-180.11257725585023,65.19699812382743,
-177.29831834403032,73.17073170731709,
-169.79362791251063,78.33020637898687,
-127.11070108324233,75.515947467167,
-81.14447219018416,70.82551594746718,
-65.66604817517478,65.19699812382743,
-40.3377179687958,66.13508442776737,
1.8761657085025263,65.6660412757974,
-15.478430914386792,67.54221388367733,
-31.425898081366142,70.35647279549721,
-54.87805567986521,70.35647279549721,
-42.21389057667574,76.45403377110694,
