X,Y,
22.94921875,-143.5546875,
-23.4375,-143.5546875,
10.25390625,-143.5546875,
-32.71484375,-143.06640625,
-11.23046875,-143.06640625,
32.2265625,-143.06640625,
-0.9765625,-142.578125,
44.921875,-142.08984375,
53.7109375,-140.625,
62.01171875,-139.6484375,
72.75390625,-138.18359375,
83.984375,-135.7421875,
98.14453125,-132.32421875,
106.93359375,-130.37109375,
115.234375,-127.9296875,
73.73046875,-125,
37.59765625,-129.8828125,
4.8828125,-131.8359375,
-4.8828125,-131.8359375,
-44.921875,-142.08984375,
-54.19921875,-140.625,
-66.40625,-139.16015625,
-79.58984375,-136.71875,
-89.84375,-134.765625,
-101.5625,-131.8359375,
-113.76953125,-128.41796875,
-64.453125,-126.46484375,
-29.78515625,-131.34765625,
-13.18359375,-131.8359375,
13.18359375,-131.8359375,
21.97265625,-130.859375,
46.875,-128.90625,
56.15234375,-127.9296875,
88.8671875,-122.0703125,
123.046875,-125,
130.859375,-123.046875,
138.671875,-119.62890625,
102.5390625,-118.65234375,
146.484375,-116.69921875,
115.234375,-114.74609375,
154.296875,-113.28125,
127.44140625,-110.83984375,
162.59765625,-109.375,
139.16015625,-106.4453125,
90.8203125,-104.4921875,
101.5625,-101.5625,
146.97265625,-103.02734375,
173.828125,-103.515625,
156.25,-98.6328125,
109.375,-99.12109375,
117.1875,-96.6796875,
95.703125,-95.703125,
126.46484375,-93.26171875,
165.0390625,-94.23828125,
185.05859375,-96.6796875,
197.265625,-88.37890625,
175.78125,-87.890625,
135.25390625,-89.84375,
100.09765625,-87.40234375,
144.04296875,-85.9375,
183.59375,-83.0078125,
205.078125,-82.51953125,
192.3828125,-76.171875,
154.78515625,-81.0546875,
107.91015625,-82.03125,
138.671875,-76.171875,
165.0390625,-75.1953125,
211.9140625,-76.171875,
174.31640625,-69.3359375,
201.66015625,-68.359375,
221.19140625,-66.89453125,
185.05859375,-61.5234375,
208.984375,-61.03515625,
227.05078125,-60.05859375,
215.8203125,-53.22265625,
231.4453125,-53.22265625,
195.3125,-52.24609375,
159.1796875,-55.17578125,
128.41796875,-60.05859375,
103.515625,-74.21875,
103.515625,-65.4296875,
101.07421875,-56.640625,
142.08984375,-56.15234375,
120.60546875,-55.6640625,
109.375,-55.17578125,
96.6796875,-48.33984375,
105.95703125,-43.9453125,
148.92578125,-44.43359375,
172.36328125,-50.78125,
220.703125,-46.875,
235.83984375,-45.8984375,
188.96484375,-44.43359375,
180.6640625,-43.45703125,
165.52734375,-43.45703125,
128.90625,-43.9453125,
120.1171875,-43.45703125,
139.16015625,-42.96875,
156.73828125,-42.48046875,
205.078125,-41.015625,
239.2578125,-38.57421875,
199.70703125,-34.66796875,
169.43359375,-36.1328125,
135.25390625,-34.66796875,
88.37890625,-40.52734375,
41.50390625,-41.015625,
23.4375,-82.03125,
21.484375,-110.3515625,
-21.97265625,-110.83984375,
-38.0859375,-129.8828125,
-47.8515625,-128.90625,
-56.15234375,-128.41796875,
-74.21875,-125,
-86.9140625,-122.55859375,
-127.9296875,-124.0234375,
-137.20703125,-120.60546875,
-98.6328125,-120.1171875,
-106.4453125,-117.67578125,
-146.484375,-117.1875,
-114.2578125,-115.234375,
-154.78515625,-113.28125,
-128.41796875,-110.83984375,
-162.59765625,-109.375,
-138.18359375,-106.93359375,
-171.875,-104.98046875,
-147.4609375,-103.02734375,
-104.00390625,-101.07421875,
-91.30859375,-104.00390625,
-112.79296875,-98.14453125,
-155.2734375,-99.12109375,
-184.08203125,-97.65625,
-164.55078125,-94.7265625,
-125.48828125,-93.75,
-99.12109375,-90.8203125,
-133.30078125,-90.8203125,
-175.29296875,-88.37890625,
-194.3359375,-90.8203125,
-201.171875,-85.9375,
-152.34375,-82.03125,
-145.01953125,-85.9375,
-188.4765625,-79.58984375,
-207.51953125,-80.56640625,
-160.64453125,-78.125,
-197.265625,-72.75390625,
-214.35546875,-74.21875,
-171.875,-71.2890625,
-205.56640625,-65.4296875,
-224.12109375,-63.96484375,
-183.10546875,-63.4765625,
-211.42578125,-59.08203125,
-189.94140625,-57.6171875,
-232.91015625,-52.24609375,
-219.23828125,-49.31640625,
-199.70703125,-47.8515625,
-224.12109375,-42.48046875,
-206.0546875,-40.0390625,
-240.234375,-39.55078125,
-229.00390625,-36.1328125,
-211.42578125,-31.25,
-230.95703125,-28.3203125,
-245.60546875,-24.90234375,
-215.33203125,-21.97265625,
-184.08203125,-20.01953125,
-149.4140625,-21.97265625,
-118.65234375,-55.6640625,
-103.515625,-76.171875,
-103.515625,-63.4765625,
-110.3515625,-55.6640625,
-99.609375,-52.24609375,
-120.1171875,-43.9453125,
-110.3515625,-42.96875,
-101.07421875,-42.96875,
-91.30859375,-42.48046875,
-83.984375,-37.59765625,
-40.52734375,-41.9921875,
-23.92578125,-86.9140625,
-17.08984375,-102.05078125,
22.4609375,-101.5625,
-22.4609375,-95.703125,
12.20703125,-94.23828125,
-12.20703125,-93.75,
-3.90625,-91.30859375,
4.39453125,-91.30859375,
22.94921875,-90.33203125,
-24.4140625,-76.66015625,
23.92578125,-73.73046875,
11.23046875,-72.75390625,
-25.87890625,-66.40625,
-29.296875,-56.15234375,
