X,Y,
85.44921875,-233.88671875,
113.28125,-229.98046875,
101.5625,-225.5859375,
83.984375,-222.16796875,
126.46484375,-221.19140625,
143.5546875,-212.890625,
104.98046875,-210.9375,
62.98828125,-217.28515625,
50.78125,-212.890625,
37.59765625,-210.44921875,
82.51953125,-210.44921875,
70.80078125,-199.21875,
29.296875,-206.0546875,
21.97265625,-202.1484375,
24.4140625,-194.82421875,
47.36328125,-193.359375,
89.84375,-196.77734375,
123.046875,-196.77734375,
152.83203125,-208.49609375,
163.57421875,-202.1484375,
140.13671875,-196.2890625,
178.22265625,-193.84765625,
157.71484375,-191.40625,
107.91015625,-193.359375,
61.5234375,-182.6171875,
91.796875,-181.640625,
127.44140625,-182.12890625,
78.61328125,-176.26953125,
44.43359375,-176.26953125,
10.25390625,-185.546875,
0.48828125,-184.08203125,
-9.765625,-179.6875,
-1.953125,-176.7578125,
-22.4609375,-175.78125,
20.99609375,-175.29296875,
-9.27734375,-171.38671875,
-29.78515625,-172.8515625,
-38.0859375,-169.43359375,
-20.01953125,-167.96875,
13.671875,-167.96875,
33.69140625,-169.921875,
-0.48828125,-165.52734375,
24.4140625,-162.109375,
56.15234375,-161.62109375,
103.515625,-175.78125,
136.23046875,-166.9921875,
181.15234375,-176.7578125,
186.03515625,-188.96484375,
201.171875,-176.7578125,
160.15625,-172.36328125,
121.58203125,-166.50390625,
94.23828125,-161.1328125,
110.3515625,-157.2265625,
69.82421875,-155.76171875,
36.1328125,-161.1328125,
11.23046875,-160.15625,
-10.25390625,-158.69140625,
-43.9453125,-158.69140625,
-20.5078125,-158.203125,
-59.08203125,-158.203125,
-65.91796875,-154.296875,
-33.69140625,-152.83203125,
-2.44140625,-156.73828125,
42.48046875,-154.296875,
7.8125,-152.34375,
24.90234375,-152.34375,
17.08984375,-148.4375,
-14.16015625,-147.94921875,
-23.4375,-146.484375,
-53.7109375,-145.01953125,
-73.73046875,-149.4140625,
-32.2265625,-144.04296875,
-43.45703125,-144.04296875,
-83.984375,-143.06640625,
-62.5,-139.16015625,
-15.13671875,-140.13671875,
-2.9296875,-143.06640625,
6.34765625,-141.6015625,
26.3671875,-140.13671875,
16.11328125,-140.13671875,
59.08203125,-139.16015625,
88.37890625,-144.04296875,
126.953125,-147.4609375,
156.25,-154.296875,
203.61328125,-162.59765625,
184.08203125,-153.80859375,
202.63671875,-148.92578125,
200.68359375,-135.25390625,
163.0859375,-126.46484375,
142.578125,-133.7890625,
103.02734375,-138.18359375,
115.234375,-131.8359375,
123.046875,-129.8828125,
129.8828125,-125.48828125,
88.8671875,-125.48828125,
45.8984375,-125.9765625,
36.62109375,-137.20703125,
14.6484375,-132.8125,
-24.4140625,-133.7890625,
-70.3125,-138.18359375,
-94.7265625,-133.7890625,
-83.0078125,-131.8359375,
-46.875,-131.34765625,
-10.7421875,-132.32421875,
6.8359375,-129.39453125,
34.1796875,-128.41796875,
24.90234375,-124.51171875,
70.3125,-124.51171875,
55.17578125,-122.55859375,
33.69140625,-119.140625,
47.8515625,-118.65234375,
43.45703125,-113.76953125,
66.89453125,-111.328125,
111.81640625,-118.65234375,
144.04296875,-115.234375,
183.10546875,-122.0703125,
150.390625,-110.83984375,
199.21875,-110.83984375,
157.2265625,-103.515625,
112.79296875,-108.88671875,
78.61328125,-107.91015625,
30.76171875,-106.93359375,
5.859375,-105.46875,
-33.203125,-124.51171875,
-59.08203125,-127.44140625,
-72.265625,-125.9765625,
-105.95703125,-123.046875,
-69.82421875,-115.234375,
-51.7578125,-116.2109375,
-78.61328125,-110.3515625,
-118.65234375,-113.76953125,
-141.6015625,-114.2578125,
-134.27734375,-113.76953125,
-87.890625,-109.86328125,
-125.9765625,-108.3984375,
-145.99609375,-108.3984375,
-110.3515625,-105.46875,
-83.49609375,-101.07421875,
-73.73046875,-100.09765625,
-62.01171875,-92.7734375,
-16.6015625,-105.46875,
17.08984375,-89.84375,
57.12890625,-103.02734375,
41.015625,-101.5625,
68.359375,-97.65625,
98.14453125,-94.7265625,
118.1640625,-92.7734375,
147.4609375,-104.98046875,
165.0390625,-98.14453125,
195.3125,-96.6796875,
173.828125,-91.30859375,
203.125,-90.8203125,
180.6640625,-83.49609375,
207.51953125,-80.56640625,
197.75390625,-74.70703125,
-131.34765625,-97.65625,
-153.3203125,-96.19140625,
-165.0390625,-89.84375,
-176.26953125,-88.37890625,
-180.17578125,-78.125,
-169.921875,-76.66015625,
-135.7421875,-71.77734375,
-91.796875,-92.28515625,
-103.515625,-87.40234375,
-80.56640625,-85.9375,
-98.6328125,-82.03125,
-86.42578125,-78.125,
-75.1953125,-78.125,
-29.78515625,-88.8671875,
-2.9296875,-89.84375,
46.38671875,-83.0078125,
64.94140625,-87.40234375,
53.22265625,-81.0546875,
36.1328125,-81.0546875,
76.171875,-80.078125,
120.60546875,-80.56640625,
93.75,-77.63671875,
123.046875,-67.87109375,
99.609375,-60.05859375,
67.3828125,-61.5234375,
47.8515625,-67.87109375,
5.37109375,-70.80078125,
-16.11328125,-73.73046875,
-55.6640625,-71.2890625,
-104.00390625,-74.21875,
-97.16796875,-70.80078125,
-82.03125,-68.359375,
-112.3046875,-65.91796875,
-85.9375,-62.98828125,
-40.0390625,-61.03515625,
-69.3359375,-60.05859375,
-101.5625,-60.546875,
-60.05859375,-59.5703125,
-76.66015625,-58.10546875,
-109.86328125,-54.19921875,
-155.76171875,-60.546875,
-189.453125,-68.84765625,
-198.2421875,-56.15234375,
-182.6171875,-54.19921875,
-159.1796875,-42.48046875,
-118.1640625,-53.22265625,
-91.30859375,-52.24609375,
-65.4296875,-51.26953125,
-17.578125,-55.17578125,
11.71875,-63.96484375,
20.99609375,-61.5234375,
37.109375,-59.5703125,
-3.41796875,-55.6640625,
13.671875,-52.24609375,
27.34375,-50.78125,
74.70703125,-45.41015625,
124.0234375,-46.875,
92.7734375,-45.41015625,
47.36328125,-44.921875,
6.34765625,-41.015625,
-6.34765625,-43.9453125,
-51.7578125,-44.921875,
-68.359375,-45.8984375,
-81.0546875,-44.921875,
-93.26171875,-44.921875,
-106.4453125,-43.9453125,
-139.6484375,-38.57421875,
-176.26953125,-39.0625,
-204.58984375,-37.109375,
-211.42578125,-26.3671875,
-167.96875,-23.4375,
-152.83203125,-26.3671875,
-109.86328125,-29.78515625,
-64.94140625,-33.69140625,
-38.57421875,-43.9453125,
-12.20703125,-40.0390625,
25.390625,-39.0625,
-19.04296875,-38.57421875,
-44.43359375,-34.1796875,
-1.953125,-33.203125,
-12.20703125,-32.2265625,
6.8359375,-31.73828125,
20.01953125,-28.3203125,
37.109375,-27.83203125,
53.7109375,-26.85546875,
102.5390625,-24.4140625,
110.3515625,-39.55078125,
121.58203125,-24.4140625,
83.0078125,-23.4375,
122.0703125,-9.765625,
105.95703125,-6.34765625,
74.21875,-3.41796875,
33.69140625,-7.8125,
-7.32421875,-22.4609375,
-53.7109375,-30.76171875,
-83.0078125,-31.25,
-96.6796875,-31.25,
-77.1484375,-29.296875,
-59.5703125,-27.83203125,
-28.3203125,-27.34375,
-69.82421875,-25.390625,
-37.109375,-22.94921875,
-19.04296875,-23.4375,
-48.33984375,-21.97265625,
-64.94140625,-17.578125,
-27.34375,-16.11328125,
18.5546875,-19.53125,
5.859375,-18.5546875,
-5.37109375,-11.71875,
-35.64453125,-10.25390625,
-52.734375,-9.765625,
-85.9375,-15.625,
-113.76953125,-6.8359375,
-137.6953125,-22.94921875,
-187.01171875,-23.4375,
-157.71484375,-16.6015625,
-195.3125,-6.34765625,
-215.33203125,-6.34765625,
-166.015625,-5.37109375,
-151.3671875,-5.859375,
-125.9765625,-3.41796875,
-97.16796875,-6.34765625,
-79.58984375,-3.90625,
-88.37890625,-1.953125,
-134.27734375,0,
-175.29296875,3.41796875,
-141.11328125,5.37109375,
-102.5390625,5.37109375,
-62.01171875,2.44140625,
-21.484375,-7.32421875,
2.9296875,-9.27734375,
52.734375,-5.37109375,
6.8359375,-1.46484375,
-7.8125,-0.48828125,
-37.59765625,0.48828125,
-73.73046875,10.25390625,
-97.65625,12.20703125,
-141.11328125,12.6953125,
-157.71484375,8.30078125,
-197.75390625,6.8359375,
-210.9375,5.859375,
-219.23828125,9.765625,
-220.21484375,19.04296875,
-187.5,20.01953125,
-157.2265625,17.08984375,
-144.04296875,19.53125,
-166.015625,24.90234375,
-174.8046875,25.87890625,
-219.23828125,27.34375,
-190.91796875,33.203125,
-142.578125,27.83203125,
-147.4609375,31.73828125,
-164.55078125,37.109375,
-203.61328125,37.109375,
-215.33203125,37.59765625,
-177.734375,38.0859375,
-148.92578125,39.0625,
-153.80859375,51.26953125,
-182.6171875,51.26953125,
-207.51953125,46.875,
-166.9921875,55.6640625,
-193.359375,57.12890625,
-153.80859375,61.03515625,
-181.15234375,65.4296875,
-155.2734375,71.77734375,
-176.7578125,72.75390625,
-177.24609375,82.03125,
-157.2265625,89.84375,
-174.8046875,95.703125,
-161.1328125,102.5390625,
-173.33984375,106.4453125,
-166.015625,109.375,
22.4609375,3.41796875,
41.015625,12.20703125,
86.42578125,3.90625,
125.48828125,6.34765625,
102.05078125,14.16015625,
57.6171875,18.5546875,
75.68359375,18.5546875,
116.69921875,19.04296875,
129.39453125,20.01953125,
91.796875,27.34375,
134.27734375,27.83203125,
132.32421875,33.69140625,
108.88671875,35.15625,
78.61328125,34.1796875,
32.71484375,25.87890625,
-13.671875,12.20703125,
-60.05859375,12.6953125,
-87.40234375,13.671875,
-66.89453125,18.5546875,
-34.1796875,20.99609375,
0,18.06640625,
15.13671875,24.4140625,
-13.18359375,30.76171875,
-59.5703125,25.390625,
-89.35546875,22.94921875,
-85.44921875,29.78515625,
-72.75390625,29.78515625,
-56.640625,35.64453125,
-80.56640625,37.109375,
-36.62109375,46.38671875,
-3.41796875,34.66796875,
36.62109375,39.55078125,
50.78125,31.73828125,
16.6015625,42.96875,
57.6171875,48.828125,
80.56640625,52.734375,
39.0625,55.17578125,
2.9296875,55.17578125,
-20.5078125,49.31640625,
-56.15234375,52.24609375,
-74.21875,46.875,
-67.87109375,53.7109375,
-59.08203125,65.91796875,
-10.7421875,59.5703125,
16.6015625,63.4765625,
28.3203125,63.96484375,
38.0859375,67.3828125,
-4.39453125,70.3125,
-40.0390625,67.87109375,
-17.08984375,68.359375,
-24.4140625,72.265625,
-54.6875,74.70703125,
-8.30078125,80.078125,
14.16015625,78.125,
43.45703125,83.49609375,
65.91796875,77.1484375,
92.28515625,72.265625,
132.32421875,48.828125,
115.72265625,57.12890625,
130.37109375,60.546875,
130.37109375,68.359375,
116.2109375,76.171875,
82.03125,87.40234375,
104.00390625,87.890625,
120.1171875,97.65625,
142.578125,100.09765625,
151.3671875,110.3515625,
104.00390625,112.3046875,
55.6640625,100.5859375,
17.08984375,101.5625,
0.9765625,85.44921875,
-18.5546875,86.9140625,
-49.31640625,89.35546875,
-27.34375,95.703125,
-9.27734375,97.65625,
-44.43359375,106.4453125,
-13.671875,108.3984375,
-31.25,111.81640625,
-2.44140625,126.46484375,
30.76171875,111.81640625,
62.01171875,122.0703125,
80.56640625,105.95703125,
121.58203125,127.44140625,
162.59765625,124.0234375,
149.4140625,137.20703125,
169.921875,139.6484375,
179.19921875,153.80859375,
157.71484375,158.203125,
116.2109375,150.87890625,
76.66015625,136.71875,
32.2265625,132.8125,
15.13671875,126.46484375,
-30.76171875,129.39453125,
-58.10546875,128.41796875,
-66.40625,142.578125,
-27.34375,149.4140625,
-0.9765625,144.53125,
19.53125,148.4375,
41.50390625,150.390625,
76.171875,160.64453125,
42.48046875,170.41015625,
1.953125,171.875,
-31.73828125,171.38671875,
-76.66015625,158.69140625,
-62.01171875,165.52734375,
-83.49609375,179.19921875,
-40.0390625,189.94140625,
-69.3359375,189.94140625,
-88.8671875,191.89453125,
-95.703125,204.58984375,
-62.01171875,208.49609375,
-17.08984375,197.75390625,
22.94921875,177.24609375,
55.6640625,190.4296875,
76.66015625,191.89453125,
106.93359375,183.10546875,
136.23046875,162.109375,
170.41015625,176.7578125,
193.84765625,171.875,
190.4296875,190.4296875,
144.53125,191.89453125,
97.65625,203.125,
125.9765625,208.49609375,
173.33984375,204.58984375,
207.51953125,197.265625,
199.21875,214.35546875,
212.890625,223.14453125,
172.8515625,229.98046875,
144.53125,222.16796875,
99.12109375,227.5390625,
66.89453125,220.21484375,
37.109375,200.1953125,
5.859375,202.1484375,
-41.9921875,208.984375,
-81.54296875,212.890625,
-101.5625,216.796875,
-106.93359375,225.5859375,
-98.6328125,238.76953125,
-64.453125,242.1875,
-23.4375,215.33203125,
5.859375,219.7265625,
27.34375,219.7265625,
48.33984375,233.3984375,
28.3203125,242.67578125,
-16.6015625,236.81640625,
-38.0859375,229.00390625,
